CustomerID,Gender,Age,CityTier,AnnualIncome,MembershipLevel,TotalTransactions,AvgTransactionValue,SatisfactionScore,LoginFrequency,CartAbandonRate,IsChurned,TotalSpend,AgeBand,IsChurnedBinary,HighValueCustomer,MonthlyTransactionRate,CustomerScore
C365,Other,50.0,Tier 1,552212.0,Gold,21.0,1339.0,5.0,28.0,18.0,No,28119.0,46+,0,0,3.0,7810.833333333333
C366,Female,33.0,Tier 2,485228.0,Silver,4.0,1209.0,2.0,29.0,27.0,Yes,4836.0,26-35,1,0,0.5517241379310345,358.22222222222223
C367,Other,19.0,Tier 3,456603.0,Gold,9.0,548.0,1.0,23.0,3.0,No,4932.0,18-25,0,0,1.565217391304348,1644.0
C368,Male,23.0,Tier 3,616223.0,Gold,19.0,2002.0,2.0,10.0,34.0,Yes,38038.0,18-25,1,1,7.6,2237.529411764706
C369,Other,54.0,Tier 3,636110.0,Silver,11.0,1012.0,1.0,24.0,20.0,No,11132.0,46+,0,0,1.8333333333333333,556.6
C370,Other,59.0,Tier 2,613232.0,Platinum,20.0,1848.0,3.0,23.0,14.0,Yes,36960.0,46+,1,1,3.4782608695652173,7920.0
C371,Other,32.0,Tier 2,738459.0,Gold,16.0,1209.0,3.0,22.0,23.0,No,19344.0,26-35,0,0,2.909090909090909,2523.1304347826085
C372,Other,33.0,Tier 3,611235.0,Platinum,5.0,1136.0,3.0,8.0,29.0,Yes,5680.0,26-35,1,0,2.5,587.5862068965517
C373,Other,21.0,Tier 2,646791.0,Platinum,18.0,1353.0,5.0,28.0,31.0,Yes,24354.0,18-25,1,0,2.5714285714285716,3928.064516129032
C374,Male,40.0,Tier 3,289273.375,Platinum,15.0,1060.0,2.0,11.0,29.0,No,15900.0,36-45,0,0,5.454545454545454,1096.551724137931
C375,Female,55.0,Tier 1,573827.0,Gold,25.0,626.0,5.0,13.0,14.0,No,15650.0,46+,0,0,7.6923076923076925,5589.285714285715
C376,Male,60.0,Tier 3,619722.0,Platinum,13.0,590.0,1.0,27.0,16.0,Yes,7670.0,46+,1,0,1.9259259259259258,479.375
C377,Male,48.0,Tier 2,454187.0,Silver,4.0,1736.0,5.0,7.0,20.0,No,6944.0,46+,0,0,2.2857142857142856,1736.0
C378,Other,29.0,Tier 3,443946.0,Gold,40.0,1429.0,3.0,14.0,25.0,No,57160.0,26-35,0,1,11.428571428571429,6859.2
C379,Other,22.0,Tier 1,339571.0,Gold,24.0,2032.0,2.0,11.0,5.0,No,48768.0,18-25,0,1,8.727272727272727,19507.2
C380,Male,50.0,Tier 2,513453.0,Platinum,16.0,1238.0,4.0,29.0,32.0,No,19808.0,46+,0,0,2.206896551724138,2476.0
C381,Female,35.0,Tier 3,560619.5,Silver,11.0,1443.0,5.0,15.0,10.0,No,15873.0,26-35,0,0,2.933333333333333,7936.5
C382,Female,51.0,Tier 2,367698.0,Gold,19.0,1197.0,2.0,35.0,34.0,Yes,22743.0,46+,1,0,2.1714285714285713,1337.8235294117646
C383,Female,32.0,Tier 1,470947.0,Platinum,25.0,524.0,2.0,30.0,20.0,No,13100.0,26-35,0,0,3.3333333333333335,1310.0
C384,Female,40.0,Tier 2,668454.0,Silver,8.0,1059.0,2.0,32.0,31.0,No,8472.0,36-45,0,0,1.0,546.5806451612904
C385,Female,23.0,Tier 1,579102.0,Gold,15.0,1271.0,1.0,18.0,28.0,No,19065.0,18-25,0,0,3.3333333333333335,680.8928571428571
C386,Other,52.0,Tier 2,509817.0,Silver,22.0,1990.0,4.0,23.0,26.0,Yes,43780.0,46+,1,1,3.8260869565217392,6735.384615384615
C387,Female,54.0,Tier 3,544328.0,Platinum,23.0,1209.0,4.0,28.0,31.0,Yes,27807.0,46+,1,0,3.2857142857142856,3588.0
C388,Male,38.0,Tier 2,501954.0,Gold,10.0,1399.0,4.0,16.0,34.0,No,13990.0,36-45,0,0,2.5,1645.8823529411766
C389,Female,40.0,Tier 1,613911.0,Silver,19.0,764.0,3.0,18.0,21.0,Yes,14516.0,36-45,1,0,4.222222222222222,2073.714285714286
C390,Female,33.0,Tier 3,661537.0,Silver,5.0,494.0,5.0,29.0,15.0,No,2470.0,26-35,0,0,0.6896551724137931,823.3333333333334
C391,Other,25.0,Tier 1,687296.0,Gold,16.0,672.0,4.0,34.0,20.0,Yes,10752.0,18-25,1,0,1.8823529411764706,2150.4
C392,Other,26.0,Tier 3,522850.0,Platinum,8.0,1625.0,1.0,10.0,27.0,Yes,13000.0,26-35,1,0,3.2,481.48148148148147
C393,Other,35.0,Tier 2,564352.0,Platinum,24.0,1526.0,1.0,8.0,5.0,Yes,36624.0,26-35,1,1,12.0,7324.8
C394,Male,41.0,Tier 1,624239.0,Gold,6.0,1714.0,2.0,23.0,22.0,Yes,10284.0,36-45,1,0,1.0434782608695652,934.9090909090909
C395,Other,31.0,Tier 2,677465.0,Gold,40.0,1018.0,1.0,26.0,6.0,No,40720.0,26-35,0,1,6.153846153846154,6786.666666666667
C396,Female,56.0,Tier 1,625952.0,Platinum,23.0,589.0,2.0,35.0,32.0,Yes,13547.0,46+,1,0,2.6285714285714286,846.6875
C397,Other,55.0,Tier 3,543051.0,Silver,7.0,1527.0,5.0,22.0,11.0,Yes,10689.0,46+,1,0,1.2727272727272727,4858.636363636364
C398,Male,56.0,Tier 2,566061.0,Platinum,17.0,1209.0,3.0,8.0,17.0,Yes,20553.0,46+,1,0,8.5,3627.0
C399,Other,42.0,Tier 1,833284.375,Silver,8.0,1651.0,5.0,14.0,29.0,No,13208.0,36-45,0,0,2.2857142857142856,2277.2413793103447
C400,Male,30.0,Tier 1,540350.0,Platinum,19.0,1013.0,2.0,26.0,11.0,No,19247.0,26-35,0,0,2.923076923076923,3499.4545454545455
C401,Male,42.0,Tier 1,656382.0,Silver,16.0,637.0,5.0,29.0,11.0,Yes,10192.0,36-45,1,0,2.206896551724138,4632.727272727273
C402,Male,50.0,Tier 2,610124.0,Platinum,24.0,783.0,1.0,13.0,18.0,No,18792.0,46+,0,0,7.384615384615385,1044.0
C403,Other,49.0,Tier 2,703351.0,Platinum,15.0,1095.0,2.0,28.0,17.0,Yes,16425.0,46+,1,0,2.142857142857143,1932.3529411764705
C404,Male,25.0,Tier 3,566198.0,Silver,17.0,1365.0,5.0,19.0,28.0,Yes,23205.0,18-25,1,0,3.5789473684210527,4143.75
C405,Male,58.0,Tier 2,318437.0,Platinum,9.0,1209.0,4.0,30.0,13.0,Yes,10881.0,46+,1,0,1.2,3348.0
C406,Male,49.0,Tier 1,673821.0,Silver,10.0,605.0,5.0,9.0,26.0,Yes,6050.0,46+,1,0,4.444444444444445,1163.4615384615386
C407,Female,19.0,Tier 2,560619.5,Gold,39.0,1555.0,1.0,31.0,33.0,No,60645.0,18-25,0,1,5.032258064516129,1837.7272727272727
C408,Other,45.0,Tier 3,559874.0,Gold,5.0,1626.0,1.0,30.0,20.0,Yes,8130.0,36-45,1,0,0.6666666666666666,406.5
C409,Other,35.0,Tier 1,487925.0,Gold,4.0,1763.0,1.0,32.0,30.0,No,7052.0,26-35,0,0,0.5,235.06666666666666
C410,Female,57.0,Tier 2,825867.0,Platinum,16.0,1054.0,5.0,29.0,10.0,Yes,16864.0,46+,1,0,2.206896551724138,8432.0
C411,Female,53.0,Tier 2,496539.0,Platinum,9.0,1781.0,4.0,36.0,26.0,Yes,16029.0,46+,1,0,1.0,2466.0
C412,Other,34.0,Tier 3,739548.0,Platinum,14.0,990.0,3.0,36.0,26.0,No,13860.0,26-35,0,0,1.5555555555555556,1599.2307692307693
C413,Male,32.0,Tier 2,499577.0,Silver,15.0,1087.0,1.0,13.0,29.0,No,16305.0,26-35,0,0,4.615384615384615,562.2413793103449
C414,Other,26.0,Tier 3,560619.5,Gold,13.0,832.0,5.0,34.0,4.0,No,10816.0,26-35,0,0,1.5294117647058822,13520.0
C415,Other,25.0,Tier 3,429503.0,Gold,14.0,892.0,2.0,34.0,33.0,No,12488.0,18-25,0,0,1.6470588235294117,756.8484848484849
C416,Other,28.0,Tier 3,545837.0,Gold,20.0,1293.0,5.0,31.0,5.0,No,25860.0,26-35,0,0,2.5806451612903225,25860.0
C417,Female,59.0,Tier 1,736060.0,Silver,16.0,800.0,2.0,28.0,5.0,No,12800.0,46+,0,0,2.2857142857142856,5120.0
C418,Male,21.0,Tier 3,668118.0,Platinum,7.0,1114.0,2.0,29.0,7.0,No,7798.0,18-25,0,0,0.9655172413793104,2228.0
C419,Female,58.0,Tier 2,544064.0,Platinum,4.0,1469.0,1.0,22.0,29.0,Yes,5876.0,46+,1,0,0.7272727272727273,202.6206896551724
C420,Male,38.0,Tier 3,560619.5,Platinum,20.0,1352.0,1.0,28.0,13.0,Yes,27040.0,36-45,1,0,2.857142857142857,2080.0
C421,Male,53.0,Tier 2,569974.0,Silver,5.0,1396.0,5.0,23.0,21.0,No,6980.0,46+,0,0,0.8695652173913043,1661.904761904762
C422,Other,52.0,Tier 3,584700.0,Gold,7.0,1209.0,2.0,11.0,15.0,No,8463.0,46+,0,0,2.5454545454545454,1128.4
C423,Male,57.0,Tier 3,473471.0,Gold,25.0,987.0,1.0,27.0,14.0,Yes,24675.0,46+,1,0,3.7037037037037037,1762.5
C424,Female,27.0,Tier 2,475223.0,Gold,21.0,977.0,3.0,32.0,2.0,Yes,20517.0,26-35,1,0,2.625,30775.5
C425,Female,24.0,Tier 1,473513.0,Gold,22.0,1675.0,1.0,19.0,27.0,Yes,36850.0,18-25,1,1,4.631578947368421,1364.8148148148148
C426,Female,18.0,Tier 3,720460.0,Platinum,24.0,971.0,5.0,21.0,31.0,No,23304.0,18-25,0,0,4.571428571428571,3758.7096774193546
C427,Female,51.0,Tier 1,450117.0,Gold,16.0,1388.0,2.0,16.0,33.0,Yes,22208.0,46+,1,0,4.0,1345.939393939394
C428,Female,50.0,Tier 1,483733.0,Platinum,23.0,1209.0,4.0,14.0,35.0,Yes,27807.0,46+,1,0,6.571428571428571,3177.942857142857
C429,Other,46.0,Tier 3,574350.0,Silver,20.0,593.0,2.0,36.0,9.0,No,11860.0,46+,0,0,2.2222222222222223,2635.5555555555557
C430,Female,34.0,Tier 3,735700.0,Platinum,18.0,1209.0,1.0,18.0,24.0,Yes,21762.0,26-35,1,0,4.0,906.75
C431,Female,40.0,Tier 2,476465.0,Silver,4.0,1044.0,4.0,35.0,19.0,No,4176.0,36-45,0,0,0.45714285714285713,879.1578947368421
C432,Other,46.0,Tier 2,833284.375,Platinum,5.0,1333.0,1.0,22.0,19.0,No,6665.0,46+,0,0,0.9090909090909091,350.7894736842105
C433,Other,49.0,Tier 3,629025.0,Gold,16.0,2004.0,2.0,31.0,5.0,No,32064.0,46+,0,0,2.064516129032258,12825.6
C434,Female,56.0,Tier 2,528766.0,Gold,20.0,880.0,3.0,33.0,32.0,Yes,17600.0,46+,1,0,2.4242424242424243,1650.0
C435,Other,50.0,Tier 1,384481.0,Silver,12.0,907.0,5.0,19.0,21.0,Yes,10884.0,46+,1,0,2.526315789473684,2591.4285714285716
C436,Male,39.0,Tier 1,546024.0,Gold,17.0,1917.0,3.0,13.0,19.0,Yes,32589.0,36-45,1,1,5.230769230769231,5145.631578947368
C437,Female,29.0,Tier 2,487886.0,Silver,8.0,1289.0,5.0,27.0,26.0,Yes,10312.0,26-35,1,0,1.1851851851851851,1983.076923076923
C438,Male,58.0,Tier 2,548029.0,Silver,16.0,1675.0,4.0,30.0,10.0,No,26800.0,46+,0,0,2.1333333333333333,10720.0
C439,Other,40.0,Tier 2,833284.375,Gold,20.0,987.0,2.0,8.0,14.0,No,19740.0,36-45,0,0,10.0,2820.0
C440,Female,52.0,Tier 1,491267.0,Gold,16.0,1617.0,1.0,21.0,35.0,Yes,25872.0,46+,1,0,3.0476190476190474,739.2
C441,Female,35.0,Tier 1,631826.0,Platinum,8.0,1938.0,2.0,23.0,24.0,No,15504.0,26-35,0,0,1.391304347826087,1292.0
C442,Female,23.0,Tier 3,620071.0,Gold,4.0,1056.0,2.0,39.0,26.0,No,4224.0,18-25,0,0,0.41025641025641024,324.9230769230769
C443,Other,58.0,Tier 1,620878.0,Platinum,16.0,1643.0,3.0,22.0,13.0,Yes,26288.0,46+,1,0,2.909090909090909,6066.461538461538
C444,Male,54.0,Tier 3,648457.0,Silver,16.0,1402.0,4.0,30.0,2.0,No,22432.0,46+,0,0,2.1333333333333333,44864.0
C445,Female,19.0,Tier 1,560619.5,Silver,24.0,1209.0,1.0,34.0,14.0,No,29016.0,18-25,0,0,2.823529411764706,2072.5714285714284
C446,Male,37.0,Tier 1,715859.0,Platinum,7.0,1459.0,4.0,7.0,26.0,No,10213.0,36-45,0,0,4.0,1571.2307692307693
C447,Male,42.0,Tier 3,529945.0,Silver,13.0,1258.0,1.0,12.0,23.0,No,16354.0,36-45,0,0,4.333333333333333,711.0434782608696
C448,Male,60.0,Tier 3,694781.0,Gold,6.0,873.0,2.0,30.0,32.0,Yes,5238.0,46+,1,0,0.8,327.375
C449,Other,45.0,Tier 2,594240.0,Gold,19.0,1042.0,3.0,36.0,28.0,No,19798.0,36-45,0,0,2.111111111111111,2121.214285714286
C450,Other,52.0,Tier 2,553449.0,Platinum,6.0,216.625,1.0,11.0,5.0,No,1299.75,46+,0,0,2.1818181818181817,259.95
C451,Male,36.0,Tier 3,703414.0,Silver,8.0,1527.0,3.0,23.0,12.0,No,12216.0,36-45,0,0,1.391304347826087,3054.0
C452,Male,23.0,Tier 1,371272.0,Silver,20.0,1209.0,3.0,7.0,11.0,Yes,24180.0,18-25,1,0,11.428571428571429,6594.545454545455
C453,Other,29.0,Tier 1,560794.0,Gold,22.0,1501.0,2.0,19.0,10.0,No,33022.0,26-35,0,1,4.631578947368421,6604.4
C454,Other,21.0,Tier 1,387970.0,Silver,14.0,1798.0,1.0,13.0,8.0,No,25172.0,18-25,0,0,4.3076923076923075,3146.5
C455,Male,33.0,Tier 3,560619.5,Gold,5.0,1306.0,1.0,23.0,7.0,Yes,6530.0,26-35,1,0,0.8695652173913043,932.8571428571429
C456,Female,36.0,Tier 3,501834.0,Silver,17.0,1415.0,3.0,22.0,4.0,Yes,24055.0,36-45,1,0,3.090909090909091,18041.25
C457,Other,47.0,Tier 3,555754.0,Platinum,9.0,1683.0,5.0,17.0,10.0,No,15147.0,46+,0,0,2.1176470588235294,7573.5
C458,Other,45.0,Tier 3,377020.0,Platinum,22.0,1270.0,2.0,34.0,7.0,No,27940.0,36-45,0,0,2.588235294117647,7982.857142857143
C459,Female,28.0,Tier 1,599021.0,Silver,12.0,1125.0,4.0,10.0,33.0,No,13500.0,26-35,0,0,4.8,1636.3636363636363
C460,Female,44.0,Tier 3,501440.0,Gold,20.0,1054.0,1.0,30.0,2.0,Yes,21080.0,36-45,1,0,2.6666666666666665,10540.0
C461,Female,42.0,Tier 2,570956.0,Platinum,24.0,476.0,2.0,36.0,29.0,No,11424.0,36-45,0,0,2.6666666666666665,787.8620689655172
C462,Male,38.0,Tier 3,665801.0,Gold,19.0,1007.0,5.0,32.0,29.0,Yes,19133.0,36-45,1,0,2.375,3298.793103448276
C463,Male,31.0,Tier 3,565336.0,Silver,13.0,1346.0,2.0,23.0,29.0,No,17498.0,26-35,0,0,2.260869565217391,1206.7586206896551
C464,Male,30.0,Tier 2,486903.0,Platinum,22.0,216.625,5.0,25.0,22.0,No,4765.75,26-35,0,0,3.52,1083.125
C465,Male,27.0,Tier 1,737862.0,Platinum,4.0,1173.0,4.0,8.0,14.0,Yes,4692.0,26-35,1,0,2.0,1340.5714285714287
C466,Other,42.0,Tier 1,483376.0,Silver,13.0,1952.0,4.0,20.0,29.0,No,25376.0,36-45,0,0,2.6,3500.137931034483
C467,Male,29.0,Tier 2,376238.0,Gold,25.0,320.0,1.0,10.0,3.0,No,8000.0,26-35,0,0,10.0,2666.6666666666665
C468,Male,49.0,Tier 3,602801.0,Platinum,17.0,999.0,1.0,10.0,31.0,No,16983.0,46+,0,0,6.8,547.8387096774194
C469,Male,41.0,Tier 3,427452.0,Gold,16.0,1483.0,5.0,17.0,29.0,No,23728.0,36-45,0,0,3.764705882352941,4091.0344827586205
C470,Male,57.0,Tier 1,579256.0,Platinum,16.0,974.0,1.0,10.0,27.0,No,15584.0,46+,0,0,6.4,577.1851851851852
C471,Other,28.0,Tier 1,560619.5,Platinum,21.0,1548.0,2.0,31.0,17.0,Yes,32508.0,26-35,1,1,2.7096774193548385,3824.470588235294
C472,Female,30.0,Tier 1,628024.0,Gold,8.0,1160.0,1.0,10.0,20.0,Yes,9280.0,26-35,1,0,3.2,464.0
C473,Male,22.0,Tier 2,771596.0,Silver,16.0,771.0,3.0,12.0,2.0,Yes,12336.0,18-25,1,0,5.333333333333333,18504.0
C474,Male,39.0,Tier 2,560619.5,Platinum,10.0,923.0,2.0,35.0,22.0,Yes,9230.0,36-45,1,0,1.1428571428571428,839.0909090909091
C475,Other,26.0,Tier 2,544529.0,Platinum,19.0,1297.0,3.0,35.0,27.0,No,24643.0,26-35,0,0,2.1714285714285713,2738.1111111111113
C476,Male,31.0,Tier 2,521051.0,Gold,23.0,1340.0,1.0,23.0,28.0,No,30820.0,26-35,0,0,4.0,1100.7142857142858
C477,Female,19.0,Tier 2,399815.0,Silver,14.0,1209.0,3.0,17.0,6.0,Yes,16926.0,18-25,1,0,3.2941176470588234,8463.0
C478,Other,31.0,Tier 2,540141.0,Platinum,17.0,1646.0,2.0,23.0,19.0,Yes,27982.0,26-35,1,0,2.9565217391304346,2945.4736842105262
C479,Female,28.0,Tier 3,591127.0,Platinum,4.0,1382.0,3.0,23.0,3.0,Yes,5528.0,26-35,1,0,0.6956521739130435,5528.0
C480,Female,37.0,Tier 2,618372.0,Platinum,18.0,1379.0,3.0,23.0,2.0,No,24822.0,36-45,0,0,3.130434782608696,37233.0
C481,Other,45.0,Tier 1,627126.0,Platinum,5.0,1731.0,3.0,26.0,26.0,Yes,8655.0,36-45,1,0,0.7692307692307693,998.6538461538462
C482,Male,55.0,Tier 1,573582.0,Gold,20.0,1483.0,3.0,14.0,20.0,No,29660.0,46+,0,0,5.714285714285714,4449.0
C483,Other,33.0,Tier 3,560619.5,Gold,33.0,1776.0,3.0,23.0,22.0,No,58608.0,26-35,0,1,5.739130434782608,7992.0
C484,Other,47.0,Tier 3,468832.0,Gold,20.0,1209.0,4.0,34.0,8.0,Yes,24180.0,46+,1,0,2.3529411764705883,12090.0
C485,Other,25.0,Tier 2,833284.375,Gold,21.0,627.0,5.0,21.0,8.0,No,13167.0,18-25,0,0,4.0,8229.375
C486,Other,45.0,Tier 1,565372.0,Gold,5.0,927.0,1.0,23.0,8.0,No,4635.0,36-45,0,0,0.8695652173913043,579.375
C487,Female,43.0,Tier 3,650877.0,Silver,13.0,1209.0,2.0,22.0,17.0,Yes,15717.0,36-45,1,0,2.3636363636363638,1849.0588235294117
C488,Male,29.0,Tier 2,833284.375,Platinum,6.0,1209.0,3.0,22.0,32.0,Yes,7254.0,26-35,1,0,1.0909090909090908,680.0625
C489,Other,36.0,Tier 3,495723.0,Silver,18.0,230.0,4.0,33.0,23.0,No,4140.0,36-45,0,0,2.1818181818181817,720.0
C490,Male,35.0,Tier 3,359931.0,Silver,16.0,1504.0,4.0,13.0,26.0,No,24064.0,26-35,0,0,4.923076923076923,3702.153846153846
C491,Other,52.0,Tier 2,644296.0,Platinum,22.0,1370.0,1.0,33.0,29.0,No,30140.0,46+,0,0,2.6666666666666665,1039.3103448275863
C492,Female,25.0,Tier 2,433962.0,Platinum,25.0,1209.0,3.0,16.0,9.0,No,30225.0,18-25,0,0,6.25,10075.0
C493,Male,45.0,Tier 2,549567.0,Platinum,8.0,736.0,2.0,16.0,32.0,Yes,5888.0,36-45,1,0,2.0,368.0
C494,Other,58.0,Tier 2,730407.0,Gold,17.0,1550.0,2.0,13.0,7.0,No,26350.0,46+,0,0,5.230769230769231,7528.571428571428
C495,Other,29.0,Tier 2,523484.0,Platinum,18.0,1210.0,3.0,31.0,10.0,No,21780.0,26-35,0,0,2.3225806451612905,6534.0
C496,Male,55.0,Tier 1,575005.0,Silver,16.0,383.0,5.0,8.0,8.0,Yes,6128.0,46+,1,0,8.0,3830.0
C497,Female,54.0,Tier 2,520338.0,Platinum,10.0,927.0,2.0,34.0,21.0,Yes,9270.0,46+,1,0,1.1764705882352942,882.8571428571429
C498,Female,57.0,Tier 1,429805.0,Platinum,16.0,1087.0,1.0,12.0,18.0,No,17392.0,46+,0,0,5.333333333333333,966.2222222222222
C499,Other,57.0,Tier 1,765722.0,Platinum,21.0,1456.0,1.0,28.0,26.0,Yes,30576.0,46+,1,0,3.0,1176.0
C500,Female,44.0,Tier 2,481458.0,Silver,24.0,1209.0,3.0,30.0,2.0,No,29016.0,36-45,0,0,3.2,43524.0
